Arithmetic,Number System,HCF (GCD),Medium,The product of two production metrics is 2028 and their Highest Common Factor is 13. How many pairs of such numbers can exist?,4,3,1,2,D,"Let the numbers be 13a and 13b, where a and b are co-prime integers.",HCF^2 * (a * b) = Product,"Let numbers be 13a and 13b. Product = 13a * 13b = 169ab. Given 169ab = 2028. Dividing gives ab = 12. We need pairs of co-prime numbers (a, b) whose product is 12. Possible pairs are (1, 12) and (3, 4). Thus, there are 2 valid pairs.",number system.csv
Arithmetic,Number System,Divisibility Rules,Hard,"A corporate database is assigned a 6-digit identification key 74A52B. If this key must be divisible by 72 for access, what is the sum of the unknown digits (A + B)?",9,8,7,11,A,"Divisibility by 72 means the number must be divisible by both 8 and 9. Check the last three digits for 8, then sum all for 9.",Sum of digits % 9 = 0 AND Last 3 digits % 8 = 0,"For divisibility by 8, '52B' must be divisible by 8. 520 is divisible, so 528 is. Thus, B = 8. The number is 74A528. For divisibility by 9, the sum 7+4+A+5+2+8 = 26+A must be a multiple of 9. The next multiple is 27, so A = 1. The sum (A + B) = 1 + 8 = 9.",number system.csv
Arithmetic,Number System,Remainders,Hard,"A manufacturer packs screws in boxes. When packed in 3s, 2 are left. When packed in 4s, 3 are left. When packed in 5s, 4 are left. What is the minimum number of screws produced?",119,59,61,121,B,"Notice that the difference between the divisor and remainder is constant in each case (3-2=1, 4-3=1, 5-4=1).",LCM(divisors) - constant difference,"Since the difference between the divisor and the remainder is exactly 1 in all three cases, the required number is LCM(3, 4, 5) - 1. The LCM of 3, 4, and 5 is 60. Therefore, the minimum number is 60 - 1 = 59.",number system.csv
Arithmetic,Number System,HCF (GCD),Hard,"Two large structural beams have a total length of 528 cm, and their HCF is 33. Which of the following CANNOT be the difference in their lengths?",66 cm,198 cm,132 cm,330 cm,C,"Let lengths be 33a and 33b. Find co-prime pairs (a,b) such that a+b = 528/33.",33a + 33b = Total,"Lengths are 33a, 33b. 33(a+b) = 528 -> a+b = 16. Co-prime pairs summing to 16 are (1,15), (3,13), (5,11), (7,9). The corresponding differences (a-b) are 14, 10, 6, 2. Multiply differences by 33: 462, 330, 198, 66. 132 cm is not an option.",number system.csv
Arithmetic,Number System,Trailing Zeros,Hard,A complex algorithm multiplies the first 100 prime numbers together to generate a unique encryption seed. How many trailing zeros will the final product contain?,20,24,2,1,D,A zero is formed exclusively by the product of a 2 and a 5. Look at the prime numbers being multiplied.,"Count of pairs (2, 5)","The set of prime numbers is {2, 3, 5, 7, 11, ...}. In this entire infinite set, 2 and 5 appear exactly once. Since there is only one 2 and one 5, only one pair can be formed. Thus, the product will have exactly 1 trailing zero.",number system.csv
Arithmetic,Number System,Unit Digit,Hard,A data transmission hash requires calculating the last digit of 3^65 * 6^59 * 7^71. What is the resulting unit digit?,4,6,2,8,A,"Find the unit digit cycle for each base (3, 6, 7) and multiply the results.",(3^x % 10) * (6^y % 10) * (7^z % 10),Cycle of 3 is 4: 65 % 4 = 1 -> 3^1 = 3. Powers of 6 always end in 6. Cycle of 7 is 4: 71 % 4 = 3 -> 7^3 ends in 3. Multiply unit digits: 3 * 6 * 3 = 54. The final unit digit is 4.,number system.csv
Arithmetic,Number System,Factors,Hard,"To determine salary brackets, an HR system calculates the sum of all positive factors of 300. What is this total sum?",830,868,840,920,B,"Prime factorize 300, then use the sum of factors formula.",Sum = (p^(a+1)-1)/(p-1) * ...,300 = 2^2 * 3^1 * 5^2. Sum of factors = [(2^3 - 1)/(2 - 1)] * [(3^2 - 1)/(3 - 1)] * [(5^3 - 1)/(5 - 1)] = (7/1) * (8/2) * (124/4) = 7 * 4 * 31 = 868.,number system.csv
Arithmetic,Number System,Base Conversion,Hard,"A legacy server uses base-8 (octal) counting, storing a value as 345 (base 8). A new system needs this exact value converted to base-5. What is the new base-5 representation?",1304_5,2104_5,1404_5,2204_5,C,"Convert base-8 to decimal (base-10) first, then convert that decimal to base-5 via repeated division.",Step 1: base-8 to base-10. Step 2: base-10 to base-5.,"Convert 345_8 to base-10: (3 * 8^2) + (4 * 8^1) + (5 * 8^0) = 192 + 32 + 5 = 229. Convert 229 to base-5: 229/5 = 45 r4; 45/5 = 9 r0; 9/5 = 1 r4; 1/5 = 0 r1. Reading from bottom up, it is 1404_5.",number system.csv
Arithmetic,Number System,Number Properties,Hard,"In a cryptographic sequence, the product of any four consecutive natural numbers is always exactly divisible by a certain largest integer. What is this divisor?",12,48,36,24,D,The product of 'n' consecutive integers is always divisible by n!.,n!,"Since we are taking the product of 4 consecutive natural numbers (e.g., 1234 = 24, 234*5 = 120), the largest integer that will always divide this product is 4! (4 factorial). 4 * 3 * 2 * 1 = 24.",number system.csv
Arithmetic,Number System,Consecutive Numbers,Hard,A financial projection shows that the sum of the squares of three consecutive natural numbers is 2030. What is the middle number representing the central growth metric?,26,25,27,28,A,"Let the consecutive numbers be x-1, x, and x+1. Sum their squares and equate to 2030.",(x-1)^2 + x^2 + (x+1)^2 = Total,"The sum of squares is (x^2 - 2x + 1) + x^2 + (x^2 + 2x + 1) = 3x^2 + 2. We set 3x^2 + 2 = 2030. Subtract 2: 3x^2 = 2028. Divide by 3: x^2 = 676. The square root of 676 is 26. Thus, the middle number x is 26.",number system.csv
Arithmetic,Number System,Cyclicity,Hard,A network router handles a massive traffic load calculated as the rightmost non-zero digit of the number 30^2720. What is this specific digit?,9,1,3,7,B,Separate the base into 3 * 10. The non-zero digit is dictated entirely by 3^2720.,Rightmost non-zero of (x * 10)^y is unit digit of x^y,"30^2720 can be written as 3^2720 * 10^2720. The 10^2720 part just adds trailing zeros. The rightmost non-zero digit is the unit digit of 3^2720. The cyclicity of 3 is 4. Since 2720 is exactly divisible by 4 (remainder 0), the digit is 3^4 = 81, which ends in 1.",number system.csv
"Arithmetic""",Average,Simple Average,Easy,"What is the average of 10, 20, 30, 40, 50?",20,25,30,35,C,Sum all numbers and divide by the count of numbers.,Sum / Count,(10+20+30+40+50) / 5 = 150 / 5 = 30.,average.csv
Arithmetic,Average,Missing Average,Easy,"Average of 5 numbers is 10. If 4 numbers are 8, 9, 11, 12, what is the 5th number?",9,10,11,12,B,Total sum must be 5 × 10 = 50. Subtract the sum of the known numbers.,(Avg × N) - Sum(known),50 - (8+9+11+12) = 50 - 40 = 10.,average.csv
Arithmetic,Average,Combined Average,Easy,"Class A has 20 students (avg 50), Class B has 30 students (avg 60). Combined average?",55,56,57,58,B,Use weighted average.,(N1×A1 + N2×A2)/(N1+N2),(20×50 + 30×60)/50 = 56.,average.csv
Arithmetic,Average,Replacement,Easy,Average age of 5 boys is 15. One boy aged 15 leaves and another joins. Average remains the same. New boy's age?,15,16,14,17,A,"If average doesn't change, replacement age equals outgoing age.",Outgoing + (Change×N),Average unchanged ⇒ new boy = 15.,average.csv
Arithmetic,Average,Consecutive Numbers,Easy,Average of 5 consecutive natural numbers starting from 1?,2,3,4,5,B,Average of consecutive numbers is the middle number.,(First+Last)/2,(1+5)/2 = 3.,average.csv
Arithmetic,Average,Average Marks,Easy,"Marks are 60, 70, 80. Find the average.",65,70,75,80,B,Sum divided by count.,Sum / Count,210/3 = 70.,average.csv
Arithmetic,Average,Average Salary,Easy,"Average salary of two workers is $500. If one earns $400, what does the other earn?",$500,$600,$700,$800,B,Find total salary first.,(Avg×N)-Known,1000-400 = 600.,average.csv
Arithmetic,Average,Average Speed,Easy,A car travels 100 km at 50 km/h. Find the average speed.,40 km/h,50 km/h,60 km/h,70 km/h,B,Speed remains constant.,Distance/Time,100/2 = 50 km/h.,average.csv
Arithmetic,Average,Weighted Average,Easy,Score 50 (weight 1) and 70 (weight 3). Find weighted average.,60,65,68,70,B,Multiply each value by its weight.,Σ(wx)/Σw,(50×1 + 70×3)/4 = 65.,average.csv
Arithmetic,Average,Simple Average,Medium,Average of first 10 even numbers?,10,11,12,13,B,Average of first n even numbers = n+1.,n+1,10+1 = 11.,average.csv
Arithmetic,Average,Missing Average,Medium,Average of 7 numbers is 20. One number 14 is removed. New average?,20,21,22,23,B,Find new total and divide by 6.,(Total-Removed)/(N-1),126/6 = 21.,average.csv
Arithmetic,Average,Combined Average,Medium,Average age of 10 men is 30 and 10 women is 20. Combined average?,25,26,27,28,A,Weighted average.,(Σ)/(Total),500/20 = 25.,average.csv
Arithmetic,Average,Replacement,Medium,Average age of 10 teachers is 40. One teacher aged 30 is replaced. New average becomes 42. Age of new teacher?,45,50,55,60,B,Increase in total = increase × people.,Old + Δ×N,30 + 2×10 = 50.,average.csv
Arithmetic,Average,Consecutive Numbers,Medium,Average of 9 consecutive odd numbers is 25. Smallest number?,17,19,21,23,A,Middle number is the average.,Average-8,25-8 = 17.,average.csv
Arithmetic,Average,Average Marks,Medium,Average marks of 20 students is 60 and 30 students is 70. Combined average?,65,66,67,68,B,Weighted average.,(N1A1+N2A2)/Total,3300/50 = 66.,average.csv
Arithmetic,Average,Average Salary,Medium,Average salary of 15 employees is $3000. Manager joins and average becomes $3200. Manager's salary?,$6000,$6200,$6500,$7000,B,Difference in total salaries.,NewTotal-OldTotal,51200-45000 = 6200.,average.csv
Arithmetic,Average,Average Speed,Medium,A car goes at 40 km/h and returns at 60 km/h. Average speed?,45 km/h,48 km/h,50 km/h,55 km/h,B,Use harmonic mean.,2ab/(a+b),2×40×60/100 = 48.,average.csv
Arithmetic,Average,Weighted Average,Medium,"Class A (40 students, avg 80) and Class B (60 students, avg 60). Combined average?",65,68,70,72,B,Weighted average.,(Σwx)/Σw,6800/100 = 68.,average.csv
Arithmetic,Average,Simple Average,Hard,"Average of 1²,2²,3²,4²,5²?",9,10,11,12,C,Use sum of squares formula.,n(n+1)(2n+1)/6,55/5 = 11.,average.csv
Arithmetic,Average,Missing Average,Hard,Average of 5 numbers is 40. Three numbers sum to 100. Remaining two differ by 20. Larger number?,60,70,80,90,A,Total sum = 200.,Total-Known,Remaining sum =100. Numbers =60 and40.,average.csv
Arithmetic,Average,Combined Average,Hard,Group of 20 has average 50. Members scoring 40 and 50 leave. Members scoring 60 and 70 join. New average?,51,52,53,54,B,Net increase in total =40.,OldAvg+(Δ/N),50+40/20=52.,average.csv
Arithmetic,Average,Replacement,Hard,Average weight of 8 men increases by 2.5 kg after replacing a 60 kg man. Weight of new man?,70,80,90,100,B,Increase in total weight =2.5×8.,Old+Increase,60+20=80.,average.csv
Arithmetic,Average,Consecutive Numbers,Hard,"Average of 5 consecutive integers is x. If next two consecutive integers are added, new average increases by?",1,0.5,2,No change,A,Use algebra.,NewAvg-OldAvg,Increase =1.,average.csv
Arithmetic,Average,Average Marks,Hard,Average of 100 students is 40. One mark 30 should be 50. Correct average?,40.1,40.2,40.3,40.5,B,Correction/Number of students.,Old+(Diff/N),40+20/100=40.2.,average.csv
Arithmetic,Average,Average Salary,Hard,"Overall average salary is $500. Officers average $1000, others average $400. Ratio of officers to others?",1:2,1:3,1:5,1:6,C,Use alligation.,(500-400):(1000-500),100:500 =1:5.,average.csv
Arithmetic,Average,Average Speed,Hard,"A→B at 20 km/h, B→C at 30 km/h, C→D at 60 km/h. Equal distances. Average speed?",30 km/h,35 km/h,40 km/h,45 km/h,A,Use harmonic mean for three equal distances.,3/(1/a+1/b+1/c),=30 km/h.,average.csv
Arithmetic,Average,Weighted Average,Hard,"Class A(avg70,20), B(avg60,30), C(avg90,50). Combined average?",75,77,80,82,B,Weighted average.,Σ(wx)/Σw,(1400+1800+4500)/100 =77.,average.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,"An investment of $5,000 grows at an annual compound interest rate of 10%. What is the amount after 1 year?",5500,5250,5600,5400,A,Calculate 10% of 5000 and add it to the principal.,A = P(1 + r/100)^n,10% of 5000 is 500. Adding this to the principal gives 5000 + 500 = 5500.,compound_interest.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,"Find the compound interest on $2,000 at 5% per annum for 2 years compounded annually.",205,210,215,220,A,Calculate the total amount first then subtract the principal.,CI = P((1 + r/100)^n - 1),Amount = 2000 * (1.05)^2 = 2205. CI = 2205 - 2000 = 205.,compound_interest.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,"A deposit of $10,000 earns 8% compound interest per year. What is the interest earned in the first year?",800,864,840,900,A,Since it is the first year SI equals CI.,SI = (PRT)/100,"For the first year, interest is simply 8% of 10000, which is 800.",compound_interest.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,"If $4,000 is invested at 10% per annum compounded annually, what will be the amount after 2 years?",4840,4800,4400,4600,A,Calculate interest for two successive years.,A = P(1 + r/100)^n,Amount = 4000 * (1.1)^2 = 4000 * 1.21 = 4840.,compound_interest.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,"Calculate the compound interest on $3,000 at 4% for 1 year compounded annually.",120,125,110,130,A,Calculate 4% of 3000.,A = P(1 + r/100)^n,"4% of 3000 is 120. Since it is for 1 year, CI is 120.",compound_interest.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,"A sum of $1,000 is invested at 20% compound interest annually. What is the total amount after 1 year?",1200,1100,1220,1250,A,Simply add 20% interest to the principal.,A = P(1 + r/100)^n,20% of 1000 is 200. Total = 1000 + 200 = 1200.,compound_interest.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,What is the compound interest on $500 at 10% per annum for 2 years compounded annually?,105,110,115,120,A,Calculate year 1 interest and add to principal for year 2.,CI = P((1 + r/100)^n - 1),Year 1 end: 550. Year 2: 10% of 550 = 55. Total CI = 50 + 55 = 105.,compound_interest.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,"A person invests $2,500 at 4% per annum. What is the interest after 1 year?",100,105,110,115,A,Interest for one year is the same as simple interest.,CI = (PRT)/100,4% of 2500 is 100.,compound_interest.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,"Find the amount of $8,000 at 5% per annum for 2 years compounded annually.",8820,8800,8840,8900,A,Use the compound interest formula.,A = P(1 + r/100)^n,Amount = 8000 * (1.05)^2 = 8000 * 1.1025 = 8820.,compound_interest.csv
Arithmetic,Compound Interest,Annual Compounding,Easy,"A bank pays 6% interest compounded annually. If you deposit $1,000, how much interest do you earn in 1 year?",60,65,70,75,A,Simple calculation of percentage.,CI = (PRT)/100,6% of 1000 = 60.,compound_interest.csv
Arithmetic,Compound Interest,Half-Yearly,Easy,"A sum of $2,000 is invested at 10% per annum compounded half-yearly. What is the rate for 6 months?",5%,10%,2.5%,7.5%,A,Divide the annual rate by 2.,R = Annual Rate / 2,Half-yearly means interest is calculated every 6 months. Rate = 10 / 2 = 5%.,compound_interest.csv
