subject,topic,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,hint,formula,explanation
Verbal Ability,Fill in the Blanks,Grammar Based,Easy,Neither the students nor the teacher _____ aware of the error.,was,were,are,have been,A,The verb agrees with the noun closer to it.,Proximity Rule,In 'neither-nor' constructions  the verb agrees with the subject closest to it (teacher).
Verbal Ability,Fill in the Blanks,Grammar Based,Easy,He is the _____ boy in the entire class.,smartest,more smart,most smart,smarter,A,We are comparing one boy to the entire group.,Superlative Adjective,When comparing one to a group  the superlative form (smartest) is used.
Verbal Ability,Fill in the Blanks,Grammar Based,Easy,She asked me if I _____ the keys.,had seen,saw,have seen,was seen,A,This is an indirect question in the past.,Reported Speech,In indirect questions  the tense often shifts to the past.
Verbal Ability,Fill in the Blanks,Grammar Based,Easy,Each of the participants _____ given a badge upon entry.,was,were,have,are,A,The subject 'Each' is singular.,Subject-Verb Agreement,Even if 'participants' is plural  'Each' of them is singular  requiring 'was'.
Verbal Ability,Fill in the Blanks,Tense Based,Easy,I _____ to the market yesterday.,went,have gone,go,was going,A,The sentence uses a specific past time marker.,Past Simple,The word 'yesterday' indicates the need for Simple Past tense.
Verbal Ability,Fill in the Blanks,Tense Based,Easy,They _____ their dinner when the lights went out.,were eating,ate,are eating,have eaten,A,A past action in progress was interrupted by another.,Past Continuous,Past Continuous is used for an action in progress (were eating).
Verbal Ability,Fill in the Blanks,Tense Based,Easy,She _____ here for five years now.,has been living,is living,was living,lives,A,The action started in the past and continues to the present.,Present Perfect Continuous,The use of 'for' + time duration indicates an ongoing state.
Verbal Ability,Fill in the Blanks,Tense Based,Easy,By the time we reach the station, the train .,will have left,will leave,is leaving,left,A,The action will be completed before a future time.,Future Perfect The structure 'by the time' with future reference requires 'will have' + V3.
Verbal Ability,Fill in the Blanks,Prepositions,Easy,He is interested _____ learning new skills.,in,at,on,of,A,This is a standard prepositional collocation.,Collocation,'Interested' is almost always followed by the preposition 'in'.
Verbal Ability,Fill in the Blanks,Prepositions,Easy,We have been waiting _____ the bus for ten minutes.,for,at,on,to,A,Used to denote the purpose of waiting.,Preposition Usage,'Wait' is followed by 'for' when the object is the thing or person you are waiting for.
Verbal Ability,Fill in the Blanks,Prepositions,Easy,The cat jumped _____ the fence.,over,in,at,of,A,Describes movement across an obstacle.,Preposition Usage,'Over' indicates movement from one side to the other.
Verbal Ability,Fill in the Blanks,Prepositions,Easy,She is very good _____ mathematics.,at,in,on,to,A,Refers to a skill or subject expertise.,Collocation,'Good at' is the idiomatic way to describe proficiency.
Verbal Ability,Fill in the Blanks,Articles,Easy,He is _____ honest man.,an,a,the,none,A,Based on the pronunciation of the next word.,Article Rules,'Honest' starts with a vowel sound (o)  therefore 'an' is required.
Verbal Ability,Fill in the Blanks,Articles,Easy, sun rises in the east.,The,A,An,,A,Refers to a unique celestial body.,Definite Article,Unique objects like the sun  moon  or stars always take 'the'.
Verbal Ability,Fill in the Blanks,Articles,Easy,She wants to be _____ engineer.,an,a,the,none,A,Refers to a singular profession starting with a vowel.,Article Rules,'Engineer' starts with a vowel sound  necessitating 'an'.
Verbal Ability,Fill in the Blanks,Articles,Easy,It was _____ unique experience.,a,an,the,none,A,Based on the phonetic sound of 'u'.,Article Rules,'Unique' starts with a consonant sound (yu)  therefore 'a' is correct.
Verbal Ability,Fill in the Blanks,Vocabulary Based,Medium,The company decided to _____ its operations to reach more customers.,expand,contract,shorten,diminish,A,To make something larger in size or scope.,,Expand means to make larger or more extensive.
Verbal Ability,Fill in the Blanks,Vocabulary Based,Medium,His _____ style of speaking often bored his audience.,monotonous,vibrant,lively,enthusiastic,A,Refers to a lack of variety or excitement.,,Monotonous means lacking in variety and interest.
Verbal Ability,Fill in the Blanks,Vocabulary Based,Medium,The evidence was so _____ that the jury reached a verdict quickly.,convincing,weak,unclear,dubious,A,Strong evidence leads to a quick decision.,,Convincing implies the evidence was strong enough to persuade.
Verbal Ability,Fill in the Blanks,Vocabulary Based,Medium,The politician's _____ remarks caused a public outcry.,inflammatory,soothing,calm,peaceful,A,Remarks that trigger anger or unrest.,,Inflammatory means intended to arouse angry or violent feelings.
Verbal Ability,Fill in the Blanks,Grammar Based,Medium,I wish I _____ more time to finish the project.,had,have,will have,am having,A,Expressing a hypothetical or impossible wish.,Subjunctive Mood,Wishes for the present are expressed using the past tense.
Verbal Ability,Fill in the Blanks,Grammar Based,Medium,Hardly had he entered the room _____ the phone rang.,when,than,as,then,A,Correlative conjunction for 'hardly'.,Correlative Conjunctions,'Hardly' must always be followed by 'when'.
Verbal Ability,Fill in the Blanks,Grammar Based,Medium,She walked as if she _____ the boss.,owned,owns,will own,is owning,A,Hypothetical comparison.,Subjunctive Mood,'As if' implies a counter-factual situation  requiring past tense.
Verbal Ability,Fill in the Blanks,Grammar Based,Medium,Not only did he win the race, but he _____ a new record.,also set,set also,did set,is setting,A,Parallel structure in 'not only... but also'.,Parallelism The structure must be balanced in tense and emphasis.
Verbal Ability,Fill in the Blanks,Tense Based,Medium,By next June, I _____ at this company for three years.,will have been working,will be working,have worked,worked,A,Future perfect continuous for duration.,Future Perfect Continuous The structure indicates an action continuing up to a future point.
Verbal Ability,Fill in the Blanks,Tense Based,Medium,He _____ the report before the manager arrived.,had finished,finished,was finishing,has finished,A,Past action before another past action.,Past Perfect,The past perfect (had + V3) marks an action completed before another past event.
Verbal Ability,Fill in the Blanks,Tense Based,Medium,If you _____ harder, you would have passed the exam.,had studied,studied,have studied,study,A,Third conditional structure.,Third Conditional 'If + past perfect' leads to 'would have + V3'.
Verbal Ability,Fill in the Blanks,Tense Based,Medium,They _____ this film three times already.,have seen,saw,were seeing,see,A,Experience in the past with current relevance.,Present Perfect,'Already' acts as a clue for Present Perfect (have + V3).
Verbal Ability,Fill in the Blanks,Prepositions,Medium,She prides herself _____ her cooking skills.,on,at,in,of,A,Idiomatic use of 'pride oneself'.,Collocation,'Pride oneself on' is the correct set phrase.
Verbal Ability,Fill in the Blanks,Prepositions,Medium,The government is committed _____ improving public health.,to,for,at,in,A,Collocation after 'committed'.,Collocation,'Committed to' is the standard phrase followed by a gerund or noun.
Verbal Ability,Fill in the Blanks,Prepositions,Medium,He is susceptible _____ the common cold during winter.,to,of,at,in,A,Refers to being easily influenced or affected.,Collocation,'Susceptible to' is the standard idiomatic expression.
Verbal Ability,Fill in the Blanks,Prepositions,Medium,The report is filled _____ errors.,with,in,by,of,A,Expresses being full of something.,Collocation,'Filled with' is the standard usage.
Verbal Ability,Fill in the Blanks,Articles,Medium,He is _____ Shakespeare of our generation.,the,a,an,none,A,Used to compare someone to a famous person.,Article Rules,Using 'the' before a name indicates that the person shares qualities with that famous figure.
Verbal Ability,Fill in the Blanks,Articles,Medium,_____ Himalayas are the tallest mountains.,The,A,An,,A,Definite article for mountain ranges.,Article Rules,'The' is required before the names of mountain ranges.
Verbal Ability,Fill in the Blanks,Articles,Medium,It is _____ one-way street.,a,an,the,none,A,Phonetic rule for 'one'.,Article Rules,'One' starts with a 'w' sound (/wʌn/)  so 'a' is used.
Verbal Ability,Fill in the Blanks,Articles,Medium,_____ honesty is the best policy.,,The,A,An,A,Abstract nouns generally do not take articles.,Article Rules,Abstract nouns like honesty don't take an article when used in a general sense.
Verbal Ability,Fill in the Blanks,Mixed Fill in the Blanks,Hard,The CEO was _____ by the constant criticism from the shareholders.,undeterred,deterred,detering,undetering,A,Despite criticism, the person did not stop.,Context Clue The context implies persistence ('despite'). 'Undeterred' means not discouraged.
Verbal Ability,Fill in the Blanks,Mixed Fill in the Blanks,Hard,_____ the rain, the event was a huge success.,Despite,Although,In spite,Despite of,A,Correct prepositional phrase for contrast.,Prepositional Contrast 'Despite' does not take 'of'  and 'Although' requires a clause  not a noun phrase.
